Rk,Player,Nation,Pos1,Pos2,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
2420,Caio Henrique Oliveira Silva,br,DF,,Monaco,Ligue 1,23,1997,26.3,0,5,1,20.0,0.19,0.04,0.00,0.00,15.9,0,0,0,0.5,0.5,0.10,-0.5,-0.5,Matches
2421,David Silva,es,MF,,Real Sociedad,La Liga,34,1986,15.5,2,20,3,15.0,1.29,0.19,0.10,0.67,14.3,2,0,0,2.4,2.4,0.12,-0.4,-0.4,Matches
2422,Fábio Silva,pt,FW,,Wolves,Premier League,18,2002,15.2,4,47,16,34.0,3.09,1.05,0.06,0.19,13.0,0,1,1,5.3,4.5,0.10,-1.3,-1.5,Matches
2423,Florent da Silva,fr,FW,,Lyon,Ligue 1,17,2003,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2424,Gabriel Silva,br,DF,,Saint-Étienne,Ligue 1,29,1991,3.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2425,Gastón Silva,uy,DF,,Huesca,La Liga,26,1994,6.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2426,Rui Silva,pt,GK,,Granada,La Liga,26,1994,32.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2427,Thiago Silva,br,DF,,Chelsea,Premier League,35,1984,21.5,2,13,4,30.8,0.60,0.19,0.15,0.50,8.8,0,0,0,1.7,1.7,0.13,+0.3,+0.3,Matches
2428,Marco Silvestri,it,GK,,Hellas Verona,Serie A,29,1991,34.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2429,Mohamed Simakan,fr,DF,,Strasbourg,Ligue 1,20,2000,17.9,1,14,4,28.6,0.78,0.22,0.07,0.25,14.8,0,0,0,1.3,1.3,0.10,-0.3,-0.3,Matches
2430,Giovanni Simeone,ar,FW,,Cagliari,Serie A,25,1995,19.3,6,43,13,30.2,2.22,0.67,0.14,0.46,13.8,0,0,0,7.7,7.7,0.18,-1.7,-1.7,Matches
2431,Moses Simon,ng,FW,MF,Nantes,Ligue 1,25,1995,25.8,6,37,17,45.9,1.43,0.66,0.14,0.29,14.5,1,1,1,7.7,7.0,0.19,-1.7,-2.0,Matches
2432,Unai Simón,es,GK,,Athletic Club,La Liga,23,1997,37.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2433,Xavi Simons,nl,MF,,Paris S-G,Ligue 1,17,2003,0.0,0,1,0,0.0,45.00,0.00,0.00,,23.4,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
2434,Jóan Símun Edmundsson,fo,FW,MF,Arminia,Bundesliga,29,1991,0.6,1,3,2,66.7,4.66,3.10,0.33,0.50,12.9,0,0,0,0.4,0.4,0.14,+0.6,+0.6,Matches
2435,Wilfried Singo,ci,DF,,Torino,Serie A,19,2000,20.6,1,10,1,10.0,0.49,0.05,0.10,1.00,14.6,0,0,0,1.2,1.2,0.12,-0.2,-0.2,Matches
2436,Daley Sinkgraven,nl,DF,,Leverkusen,Bundesliga,25,1995,17.4,0,6,1,16.7,0.34,0.06,0.00,0.00,18.3,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches
2437,Dimitris Siovas,gr,DF,,Huesca,La Liga,31,1988,34.1,2,29,8,27.6,0.85,0.23,0.07,0.25,11.3,0,0,0,3.1,3.1,0.12,-1.1,-1.1,Matches
2438,Tobias Sippel,de,GK,,Gladbach,Bundesliga,32,1988,3.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2439,Salvatore Sirigu,it,GK,,Torino,Serie A,33,1987,32.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2440,Issouf Sissokho,ml,MF,DF,Bordeaux,Ligue 1,18,2002,0.9,1,2,1,50.0,2.31,1.15,0.50,1.00,26.4,0,0,0,0.1,0.1,0.03,+0.9,+0.9,Matches
2441,Ibrahima Sissoko,ml,MF,,Strasbourg,Ligue 1,22,1997,28.7,0,25,3,12.0,0.87,0.10,0.00,0.00,19.4,0,0,0,2.0,2.0,0.08,-2.0,-2.0,Matches
2442,Moussa Sissoko,fr,MF,,Tottenham,Premier League,30,1989,17.6,0,3,1,33.3,0.17,0.06,0.00,0.00,13.0,0,0,0,0.2,0.2,0.07,-0.2,-0.2,Matches
2443,Nelson Sissoko,fr,DF,,Saint-Étienne,Ligue 1,23,1997,5.3,0,1,0,0.0,0.19,0.00,0.00,,35.6,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
2444,Antonio Sivera,es,GK,,Alavés,La Liga,23,1996,0.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2445,Jacques Siwe,fr,FW,,Dijon,Ligue 1,19,2001,1.9,0,3,0,0.0,1.60,0.00,0.00,,18.0,0,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches
2446,Ellyes Skhiri,tn,MF,,Köln,Bundesliga,25,1995,30.9,5,17,7,41.2,0.55,0.23,0.29,0.71,11.6,0,0,0,4.5,4.5,0.27,+0.5,+0.5,Matches
2447,Łukasz Skorupski,pl,GK,,Bologna,Serie A,29,1991,28.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2448,Andreas Skov Olsen,dk,FW,DF,Bologna,Serie A,20,1999,13.1,2,30,10,33.3,2.29,0.76,0.07,0.20,19.5,2,0,0,4.1,4.1,0.14,-2.1,-2.1,Matches
2449,Robert Skov,dk,FW,MF,Hoffenheim,Bundesliga,24,1996,12.9,1,33,7,21.2,2.55,0.54,0.03,0.14,23.2,8,0,0,1.9,1.9,0.06,-0.9,-0.9,Matches
2450,Milan Škriniar,sk,DF,,Inter,Serie A,25,1995,30.9,3,15,6,40.0,0.49,0.19,0.20,0.50,10.3,0,0,0,2.3,2.3,0.15,+0.7,+0.7,Matches
2451,Steven Skrzybski,de,FW,DF,Schalke 04,Bundesliga,27,1992,4.7,0,7,1,14.3,1.50,0.21,0.00,0.00,23.1,0,0,1,1.1,0.3,0.04,-1.1,-0.3,Matches
2452,Petar Škuletić,rs,FW,MF,Montpellier,Ligue 1,30,1990,2.6,2,11,5,45.5,4.23,1.92,0.18,0.40,15.3,0,0,0,1.4,1.4,0.13,+0.6,+0.6,Matches
2453,Islam Slimani,dz,FW,,Leicester City,Premier League,32,1988,0.2,0,1,0,0.0,4.50,0.00,0.00,,10.8,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
2454,Islam Slimani,dz,FW,,Lyon,Ligue 1,32,1988,6.4,3,18,7,38.9,2.80,1.09,0.17,0.43,11.2,0,0,0,3.7,3.7,0.20,-0.7,-0.7,Matches
2455,William Smallbone,ie,MF,,Southampton,Premier League,20,2000,1.9,0,1,1,100.0,0.52,0.52,0.00,0.00,19.6,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
2456,Chris Smalling,eng,DF,,Roma,Serie A,30,1989,12.3,0,7,1,14.3,0.57,0.08,0.00,0.00,10.5,0,0,0,0.5,0.5,0.07,-0.5,-0.5,Matches
2457,Emile Smith Rowe,eng,MF,FW,Arsenal,Premier League,20,2000,16.0,2,13,4,30.8,0.81,0.25,0.15,0.50,17.8,0,0,0,1.8,1.8,0.14,+0.2,+0.2,Matches
2458,Robert Snodgrass,sct,MF,FW,West Brom,Premier League,32,1987,5.8,0,4,1,25.0,0.68,0.17,0.00,0.00,18.3,1,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches
2459,Robert Snodgrass,sct,FW,MF,West Ham,Premier League,32,1987,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2460,Cédric Soares,pt,DF,,Arsenal,Premier League,28,1991,8.3,0,7,2,28.6,0.84,0.24,0.00,0.00,25.2,1,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches
2461,Rafa Soares,pt,DF,,Eibar,La Liga,25,1995,12.6,0,2,0,0.0,0.16,0.00,0.00,,18.4,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
2462,Rubén Sobrino,es,MF,FW,Valencia,La Liga,28,1992,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2463,Rubén Sobrino,es,FW,MF,Cádiz,La Liga,28,1992,12.4,1,9,5,55.6,0.73,0.40,0.11,0.20,11.8,0,0,0,2.0,2.0,0.22,-1.0,-1.0,Matches
2464,Simon Sohm,ch,MF,,Parma,Serie A,19,2001,10.0,1,5,1,20.0,0.50,0.10,0.20,1.00,19.6,0,0,0,0.6,0.6,0.12,+0.4,+0.4,Matches
2465,Augusto Solari,ar,MF,,Celta Vigo,La Liga,28,1992,5.4,2,5,3,60.0,0.93,0.56,0.40,0.67,23.7,0,0,0,1.1,1.1,0.22,+0.9,+0.9,Matches
2466,Roberto Soldado,es,FW,,Granada,La Liga,35,1985,16.0,9,28,10,35.7,1.75,0.63,0.25,0.70,16.6,2,2,2,5.6,4.1,0.15,+3.4,+2.9,Matches
2467,Carlos Soler,es,MF,,Valencia,La Liga,23,1997,30.4,11,28,9,32.1,0.92,0.30,0.14,0.44,27.4,8,7,9,9.5,2.4,0.09,+1.5,+1.6,Matches
2468,Yann Sommer,ch,GK,,Gladbach,Bundesliga,31,1988,30.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2469,Son,es,DF,MF,Levante,La Liga,26,1994,12.3,0,8,5,62.5,0.65,0.41,0.00,0.00,17.7,0,0,0,0.6,0.6,0.08,-0.6,-0.6,Matches
2470,Brandon Soppy,fr,DF,,Rennes,Ligue 1,18,2002,6.2,0,5,1,20.0,0.81,0.16,0.00,0.00,25.5,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
2471,David Soria,es,GK,,Getafe,La Liga,27,1993,28.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2472,Roberto Soriano,it,MF,,Bologna,Serie A,29,1991,36.1,9,61,19,31.1,1.69,0.53,0.15,0.47,18.3,0,0,0,6.9,6.9,0.11,+2.1,+2.1,Matches
2473,Alberto Soro,es,FW,MF,Granada,La Liga,21,1999,4.4,1,2,1,50.0,0.46,0.23,0.50,1.00,11.3,0,0,0,0.7,0.7,0.37,+0.3,+0.3,Matches
2474,Borna Sosa,hr,DF,FW,Stuttgart,Bundesliga,22,1998,22.7,0,14,3,21.4,0.62,0.13,0.00,0.00,22.1,2,0,0,0.6,0.6,0.04,-0.6,-0.6,Matches
2475,Hugo Sotelo,es,MF,,Celta Vigo,La Liga,16,2003,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2476,Florian Sotoca,fr,FW,,Lens,Ligue 1,29,1990,26.8,8,69,17,24.6,2.57,0.63,0.09,0.35,13.9,0,2,2,10.2,8.6,0.13,-2.2,-2.6,Matches
2477,Riccardo Sottil,it,FW,MF,Cagliari,Serie A,21,1999,13.2,2,25,9,36.0,1.90,0.68,0.08,0.22,16.9,0,0,0,1.5,1.5,0.06,+0.5,+0.5,Matches
2478,Cheick Souaré,fr,MF,,Marseille,Ligue 1,17,2002,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2479,Tomáš Souček,cz,MF,,West Ham,Premier League,25,1995,38.0,10,64,23,35.9,1.68,0.61,0.16,0.43,12.3,0,0,0,8.4,8.4,0.13,+1.6,+1.6,Matches
2480,Rayan Souici,fr,DF,,Saint-Étienne,Ligue 1,22,1998,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2481,Cebio Soukou,bj,FW,MF,Arminia,Bundesliga,27,1992,5.1,1,9,1,11.1,1.77,0.20,0.11,1.00,21.3,0,0,0,0.7,0.7,0.07,+0.3,+0.3,Matches
2482,Adama Soumaoro,fr,DF,,Bologna,Serie A,28,1992,19.5,1,8,2,25.0,0.41,0.10,0.13,0.50,9.5,0,0,0,1.4,1.4,0.17,-0.4,-0.4,Matches
2483,Adama Soumaoro,fr,DF,,Lille,Ligue 1,28,1992,1.6,0,2,0,0.0,1.24,0.00,0.00,,17.8,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
2484,Boubakary Soumaré,fr,MF,,Lille,Ligue 1,21,1999,21.3,0,8,3,37.5,0.38,0.14,0.00,0.00,25.7,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches
2485,Yaya Soumaré,fr,FW,,Lyon,Ligue 1,20,2000,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2486,Arnaud Souquet,fr,DF,,Montpellier,Ligue 1,28,1992,13.6,1,6,2,33.3,0.44,0.15,0.17,0.50,23.0,0,0,0,0.2,0.2,0.04,+0.8,+0.8,Matches
2487,Ansou Sow,sn,MF,,Lens,Ligue 1,20,2000,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2488,Djibril Sow,ch,MF,,Eint Frankfurt,Bundesliga,23,1997,24.2,0,11,3,27.3,0.46,0.12,0.00,0.00,22.8,0,0,0,0.5,0.5,0.04,-0.5,-0.5,Matches
2489,Saidou Sow,gn,DF,,Saint-Étienne,Ligue 1,18,2002,11.1,0,2,1,50.0,0.18,0.09,0.00,0.00,9.0,0,0,0,0.2,0.2,0.10,-0.2,-0.2,Matches
2490,Çağlar Söyüncü,tr,DF,,Leicester City,Premier League,24,1996,20.2,1,10,3,30.0,0.49,0.15,0.10,0.33,10.4,0,0,0,0.7,0.7,0.07,+0.3,+0.3,Matches
2491,Leonardo Spinazzola,it,DF,,Roma,Serie A,27,1993,23.6,2,22,6,27.3,0.93,0.25,0.09,0.33,17.6,0,0,0,1.7,1.7,0.09,+0.3,+0.3,Matches
2492,Marco Sportiello,it,GK,,Atalanta,Serie A,28,1992,14.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2493,Mattia Sprocati,it,MF,FW,Parma,Serie A,27,1993,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2494,Jerry St. Juste,nl,DF,,Mainz 05,Bundesliga,23,1996,32.0,0,22,5,22.7,0.69,0.16,0.00,0.00,17.5,4,0,0,1.9,1.9,0.09,-1.9,-1.9,Matches
2495,Benjamin Stambouli,fr,DF,MF,Schalke 04,Bundesliga,29,1990,21.7,0,2,1,50.0,0.09,0.05,0.00,0.00,22.7,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
2496,Josip Stanišić,hr,DF,,Bayern Munich,Bundesliga,20,2000,1.0,0,2,0,0.0,2.00,0.00,0.00,,9.2,0,0,0,0.2,0.2,0.08,-0.2,-0.2,Matches
2497,Niklas Stark,de,DF,MF,Hertha BSC,Bundesliga,25,1995,31.0,0,11,2,18.2,0.35,0.06,0.00,0.00,10.6,0,0,0,1.1,1.1,0.10,-1.1,-1.1,Matches
2498,Renato Steffen,ch,FW,MF,Wolfsburg,Bundesliga,28,1991,17.4,5,30,14,46.7,1.72,0.80,0.17,0.36,15.3,0,0,0,4.1,4.1,0.14,+0.9,+0.9,Matches
2499,Zack Steffen,us,GK,,Manchester City,Premier League,25,1995,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2500,Pascal Stenzel,de,DF,,Stuttgart,Bundesliga,24,1996,14.2,0,5,1,20.0,0.35,0.07,0.00,0.00,24.2,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
2501,Dale Stephens,eng,MF,,Burnley,Premier League,31,1989,2.9,0,4,0,0.0,1.38,0.00,0.00,,21.4,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
2502,Jack Stephens,eng,DF,,Southampton,Premier League,26,1994,17.1,0,6,2,33.3,0.35,0.12,0.00,0.00,9.2,0,0,0,0.8,0.8,0.13,-0.8,-0.8,Matches
2503,Raheem Sterling,eng,FW,,Manchester City,Premier League,25,1994,28.2,10,69,28,40.6,2.45,0.99,0.14,0.36,14.5,3,0,1,11.0,10.2,0.15,-1.0,-0.2,Matches
2504,Enda Stevens,ie,DF,,Sheffield Utd,Premier League,30,1990,30.0,0,16,4,25.0,0.53,0.13,0.00,0.00,17.4,0,0,0,1.3,1.3,0.08,-1.3,-1.3,Matches
2505,Lars Stindl,de,MF,FW,Gladbach,Bundesliga,31,1988,21.8,14,49,21,42.9,2.25,0.96,0.16,0.38,20.9,7,6,7,10.1,4.6,0.09,+3.9,+3.4,Matches
2506,Kevin Stöger,at,MF,FW,Mainz 05,Bundesliga,26,1993,6.0,3,9,4,44.4,1.51,0.67,0.33,0.75,15.4,0,0,0,1.8,1.8,0.21,+1.2,+1.2,Matches
2507,John Stones,eng,DF,,Manchester City,Premier League,26,1994,21.5,4,15,5,33.3,0.70,0.23,0.27,0.80,13.9,0,0,0,1.8,1.8,0.12,+2.2,+2.2,Matches
2508,Thomas Strakosha,al,GK,,Lazio,Serie A,25,1995,9.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2509,Tobias Strobl,de,MF,,Augsburg,Bundesliga,30,1990,20.5,0,6,1,16.7,0.29,0.05,0.00,0.00,16.5,0,0,0,0.9,0.9,0.15,-0.9,-0.9,Matches
2510,Kevin Strootman,nl,MF,,Genoa,Serie A,30,1990,14.6,0,6,2,33.3,0.41,0.14,0.00,0.00,17.9,0,0,0,0.5,0.5,0.09,-0.5,-0.5,Matches
2511,Kevin Strootman,nl,MF,FW,Marseille,Ligue 1,30,1990,2.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2512,Pascal Struijk,nl,DF,MF,Leeds United,Premier League,20,1999,23.1,1,14,4,28.6,0.61,0.17,0.07,0.25,9.8,0,0,0,1.7,1.7,0.12,-0.7,-0.7,Matches
2513,Jens Stryger Larsen,dk,DF,,Udinese,Serie A,29,1991,29.3,2,23,12,52.2,0.78,0.41,0.09,0.17,18.5,0,0,0,3.0,3.0,0.13,-1.0,-1.0,Matches
2514,Stefano Sturaro,it,MF,,Hellas Verona,Serie A,27,1993,4.7,0,1,0,0.0,0.21,0.00,0.00,,23.7,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
2515,Stefano Sturaro,it,MF,,Genoa,Serie A,27,1993,4.9,1,5,2,40.0,1.01,0.40,0.20,0.50,18.4,2,0,0,0.6,0.6,0.13,+0.4,+0.4,Matches
2516,Damián Suárez,uy,DF,,Getafe,La Liga,32,1988,27.0,1,10,2,20.0,0.37,0.07,0.10,0.50,31.6,2,0,0,0.3,0.3,0.03,+0.7,+0.7,Matches
2517,Denis Suárez,es,MF,,Celta Vigo,La Liga,26,1994,31.7,0,16,3,18.8,0.50,0.09,0.00,0.00,23.1,1,0,0,1.1,1.1,0.07,-1.1,-1.1,Matches
2518,Luis Suárez,uy,FW,,Atlético Madrid,La Liga,33,1987,27.9,21,101,40,39.6,3.62,1.44,0.18,0.45,16.0,7,3,3,16.2,13.9,0.14,+4.8,+4.1,Matches
2519,Marek Suchý,cz,DF,,Augsburg,Bundesliga,32,1988,3.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2520,Niklas Süle,de,DF,,Bayern Munich,Bundesliga,24,1995,16.7,1,20,4,20.0,1.20,0.24,0.05,0.25,18.5,0,0,0,1.0,1.0,0.05,0.0,0.0,Matches
2521,Suso,es,FW,,Sevilla,La Liga,26,1993,24.6,3,48,17,35.4,1.95,0.69,0.06,0.18,22.9,2,0,0,2.1,2.1,0.04,+0.9,+0.9,Matches
2522,Bosko Sutalo,hr,DF,,Atalanta,Serie A,20,2000,2.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2523,Mattias Svanberg,se,MF,,Bologna,Serie A,21,1999,20.6,5,58,17,29.3,2.82,0.83,0.09,0.29,22.3,1,0,0,4.6,4.6,0.08,+0.4,+0.4,Matches
2524,Abdoulaye Sylla,gn,DF,,Nantes,Ligue 1,20,2000,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2525,Issiaga Sylla,gn,DF,MF,Lens,Ligue 1,26,1994,12.4,1,10,2,20.0,0.81,0.16,0.10,0.50,10.4,0,0,0,1.6,1.6,0.16,-0.6,-0.6,Matches
2526,Eddy Sylvestre,fr,FW,MF,Nice,Ligue 1,20,1999,1.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2527,Ádám Szalai,hu,FW,,Mainz 05,Bundesliga,32,1987,8.1,1,14,6,42.9,1.72,0.74,0.07,0.17,14.9,0,0,0,2.4,2.4,0.17,-1.4,-1.4,Matches
2528,Wojciech Szczęsny,pl,GK,,Juventus,Serie A,30,1990,29.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2529,Frederik Sørensen,dk,DF,,Köln,Bundesliga,28,1992,1.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2530,Alexander Sørloth,no,FW,,RB Leipzig,Bundesliga,24,1995,16.0,5,46,17,37.0,2.87,1.06,0.11,0.29,12.4,0,0,1,6.4,5.6,0.13,-1.4,-0.6,Matches
2531,Tachi,es,DF,,Alavés,La Liga,22,1997,9.4,0,3,0,0.0,0.32,0.00,0.00,,9.4,0,0,0,0.4,0.4,0.13,-0.4,-0.4,Matches
2532,Jonathan Tah,de,DF,,Leverkusen,Bundesliga,24,1996,24.7,1,9,2,22.2,0.37,0.08,0.11,0.50,8.9,0,0,0,0.8,0.8,0.09,+0.2,+0.2,Matches
2533,Waniss Taibi,fr,MF,,Angers,Ligue 1,18,2002,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2534,Flavien Tait,fr,MF,FW,Rennes,Ligue 1,27,1993,15.2,1,25,8,32.0,1.64,0.53,0.04,0.13,19.8,0,0,0,1.9,1.9,0.08,-0.9,-0.9,Matches
2535,Adrien Tameze,cm,MF,,Hellas Verona,Serie A,26,1994,25.6,1,18,3,16.7,0.70,0.12,0.06,0.33,21.4,0,0,0,1.2,1.2,0.07,-0.2,-0.2,Matches
2536,Japhet Tanganga,eng,DF,,Tottenham,Premier League,21,1999,5.4,0,2,0,0.0,0.37,0.00,0.00,,6.3,0,0,0,0.4,0.4,0.22,-0.4,-0.4,Matches
2537,Renato Tapia,pe,MF,,Celta Vigo,La Liga,25,1995,30.0,0,17,5,29.4,0.57,0.17,0.00,0.00,20.6,0,0,0,1.0,1.0,0.06,-1.0,-1.0,Matches
2538,Edmond Tapsoba,bf,DF,,Leverkusen,Bundesliga,21,1999,29.5,1,16,5,31.3,0.54,0.17,0.06,0.20,14.4,0,0,0,1.0,1.0,0.06,0.0,0.0,Matches
2539,Matt Targett,eng,DF,,Aston Villa,Premier League,24,1995,37.8,0,6,2,33.3,0.16,0.05,0.00,0.00,21.8,1,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches
2540,James Tarkowski,eng,DF,,Burnley,Premier League,27,1992,36.0,1,22,5,22.7,0.61,0.14,0.05,0.20,9.2,0,0,0,3.4,3.4,0.15,-2.4,-2.4,Matches
2541,Ciprian Tătărușanu,ro,GK,,Milan,Serie A,34,1986,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2542,Percy Tau,za,FW,,Brighton,Premier League,26,1994,1.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2543,Niklas Tauer,de,MF,DF,Mainz 05,Bundesliga,19,2001,0.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2544,Heriberto Tavares,pt,FW,MF,Brest,Ligue 1,23,1997,0.5,0,1,1,100.0,2.09,2.09,0.00,0.00,9.9,0,0,0,0.3,0.3,0.29,-0.3,-0.3,Matches
2545,Sidnei Tavares,pt,MF,,Leicester City,Premier League,18,2001,0.9,0,1,1,100.0,1.06,1.06,0.00,0.00,24.6,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
2546,Tomás Tavares,pt,MF,DF,Alavés,La Liga,19,2001,0.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2547,Charlie Taylor,eng,DF,,Burnley,Premier League,26,1993,27.0,0,3,2,66.7,0.11,0.07,0.00,0.00,23.6,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
2548,Neil Taylor,wls,DF,,Aston Villa,Premier League,31,1989,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2549,Allan Tchaptchet,fr,DF,,Southampton,Premier League,18,2001,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2550,Warren Tchimbembé,cg,MF,FW,Metz,Ligue 1,22,1998,5.5,0,6,1,16.7,1.09,0.18,0.00,0.00,19.8,0,0,0,0.3,0.3,0.06,-0.3,-0.3,Matches
2551,Aurélien Tchouaméni,fr,MF,,Monaco,Ligue 1,20,2000,34.0,2,53,11,20.8,1.56,0.32,0.04,0.18,18.4,0,0,0,4.1,4.1,0.08,-2.1,-2.1,Matches
2552,Álvaro Tejero,es,DF,,Eibar,La Liga,24,1996,1.2,0,2,1,50.0,1.64,0.82,0.00,0.00,27.1,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
2553,Nathan Tella,ng,FW,MF,Southampton,Premier League,21,1999,8.3,1,17,8,47.1,2.05,0.97,0.06,0.13,19.2,0,0,0,1.6,1.6,0.10,-0.6,-0.6,Matches
2554,Alex Telles,br,DF,,Manchester Utd,Premier League,27,1992,7.7,0,5,1,20.0,0.65,0.13,0.00,0.00,22.3,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
2555,Andrés Tello,co,DF,MF,Benevento,Serie A,23,1996,4.6,1,7,3,42.9,1.53,0.65,0.14,0.33,15.9,0,0,0,0.3,0.3,0.04,+0.7,+0.7,Matches
2556,Cristian Tello,es,FW,MF,Betis,La Liga,28,1991,14.3,5,35,14,40.0,2.46,0.98,0.14,0.36,20.5,1,0,0,2.7,2.7,0.08,+2.3,+2.3,Matches
2557,Lino Tempelmann,de,MF,,Freiburg,Bundesliga,21,1999,3.0,0,4,0,0.0,1.33,0.00,0.00,,21.9,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
2558,Hidde ter Avest,nl,DF,,Udinese,Serie A,23,1997,3.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2559,Marc-André ter Stegen,de,GK,,Barcelona,La Liga,28,1992,31.0,0,1,0,0.0,0.03,0.00,0.00,,19.2,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
2560,Pietro Terracciano,it,GK,,Fiorentina,Serie A,30,1990,3.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2561,Martin Terrier,fr,FW,MF,Rennes,Ligue 1,23,1997,27.1,9,46,17,37.0,1.70,0.63,0.17,0.47,16.1,0,1,1,5.3,4.6,0.10,+3.7,+3.4,Matches
2562,Claudio Terzi,it,DF,,Spezia,Serie A,36,1984,20.8,1,5,2,40.0,0.24,0.10,0.20,0.50,10.0,0,0,0,0.4,0.4,0.09,+0.6,+0.6,Matches
