Rk,Player,Nation,Pos1,Pos2,Squad,Comp,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,Matches
2590,Ibrahim Sulemana,gh,MF,,Atalanta,it Serie A,21,2003,3,30,10,2.1,0.3,0,,0,3,10,11,3.00,1,1,0,0.00,-1.40,0.0,0.7,-0.7,-2.16,Matches
2591,Kamaldeen Sulemana,gh,FW,MF,Southampton,Premier League,22,2002,6,64,11,4.4,0.7,1,14,0,5,10,1,0.17,0,6,-6,-8.44,-7.19,0.1,4.0,-3.9,-5.49,Matches
2592,Crysencio Summerville,nl,FW,MF,West Ham,Premier League,23,2001,15,607,40,42.2,6.7,6,63,0,9,25,1,1.07,11,15,-4,-0.59,-0.16,10.9,13.3,-2.4,-0.36,Matches
2593,Tomáš Suslov,sk,FW,MF,Hellas Verona,it Serie A,22,2002,13,802,62,55.7,8.9,10,72,1,3,26,0,0.92,11,16,-5,-0.56,+1.27,8.8,11.7,-2.9,-0.32,Matches
2594,Suso,es,FW,MF,Sevilla,La Liga,31,1993,6,142,24,9.3,1.6,0,,0,6,24,3,1.83,3,1,+2,+1.27,+1.72,3.2,2.0,+1.3,+0.80,Matches
2595,Zion Suzuki,jp,GK,,Parma,it Serie A,22,2002,15,"1,334",89,92.6,14.8,15,89,14,0,,0,1.00,21,23,-2,-0.13,+2.41,20.1,24.4,-4.2,-0.29,Matches
2596,Mattias Svanberg,se,MF,,Wolfsburg,Bundesliga,25,1999,7,426,61,33.8,4.7,5,75,0,2,25,2,1.00,12,10,+2,+0.42,-0.01,6.7,9.2,-2.6,-0.54,Matches
2597,Marin Šverko,hr,DF,,Venezia,it Serie A,26,1998,11,681,62,47.3,7.6,7,84,3,4,24,2,0.82,7,12,-5,-0.66,+0.41,8.1,14.1,-5.9,-0.79,Matches
2598,Velizar-Ilia Svetozarov Iliev,bg,GK,,Cagliari,it Serie A,19,2005,0,,,,,0,,0,0,,3,,,,,,,,,,,Matches
2599,Mile Svilar,rs,GK,,Roma,it Serie A,25,1999,16,"1,440",90,100.0,16.0,16,90,16,0,,0,1.00,18,23,-5,-0.31,,18.8,21.9,-3.1,-0.19,Matches
2600,Michael Svoboda,at,DF,,Venezia,it Serie A,26,1998,16,"1,314",82,91.3,14.6,15,86,14,1,23,0,0.63,13,28,-15,-1.03,-1.74,15.2,22.9,-7.8,-0.53,Matches
2601,Williot Swedberg,se,FW,MF,Celta Vigo,La Liga,20,2004,15,662,44,43.3,7.4,7,63,0,8,28,0,1.13,14,13,+1,+0.14,+0.55,12.9,8.4,+4.4,+0.60,Matches
2602,Niklas Swider,de,MF,,Gladbach,Bundesliga,17,2007,0,,,,,0,,0,0,,1,,,,,,,,,,,Matches
2603,Sil Swinkels,nl,DF,,Aston Villa,Premier League,20,2004,0,,,,,0,,0,0,,3,,,,,,,,,,,Matches
2604,Abakar Sylla,ci,DF,,Strasbourg,Ligue 1,21,2002,11,650,59,48.1,7.2,8,75,5,3,16,2,1.18,12,19,-7,-0.97,-1.61,9.9,15.5,-5.7,-0.79,Matches
2605,Issiaga Sylla,gn,DF,MF,Montpellier,Ligue 1,30,1994,11,687,62,50.9,7.6,9,75,6,2,5,0,0.45,7,17,-10,-1.31,+0.45,9.3,14.9,-5.6,-0.73,Matches
2606,Mamadou Sylla,sn,FW,MF,Valladolid,La Liga,30,1994,13,754,58,49.3,8.4,9,77,3,4,16,3,0.69,7,14,-7,-0.84,+0.90,9.1,12.0,-2.9,-0.35,Matches
2607,Attila Szalai,hu,DF,MF,Hoffenheim,Bundesliga,26,1998,0,,,,,0,,0,0,,1,,,,,,,,,,,Matches
2608,Wojciech Szczęsny,pl,GK,,Barcelona,La Liga,34,1990,0,,,,,0,,0,0,,9,,,,,,,,,,,Matches
2609,Sammie Szmodics,ie,FW,,Ipswich Town,Premier League,29,1995,14,745,53,51.7,8.3,10,69,0,4,14,1,0.64,9,11,-2,-0.24,+1.05,9.1,17.5,-8.4,-1.01,Matches
2610,Dominik Szoboszlai,hu,MF,,Liverpool,Premier League,24,2000,15,"1,028",69,76.1,11.4,11,82,7,4,31,0,2.40,24,9,+15,+1.31,+0.47,25.6,10.8,+14.9,+1.30,Matches
2611,Alexander Sørloth,no,FW,,Atlético Madrid,La Liga,29,1995,17,763,45,49.9,8.5,7,67,1,10,29,0,2.24,17,5,+12,+1.42,+0.48,16.9,6.7,+10.1,+1.19,Matches
2612,Musa Al-Taamari,jo,FW,,Montpellier,Ligue 1,27,1997,10,669,67,49.6,7.4,7,83,5,3,28,0,0.60,8,13,-5,-0.67,+1.71,10.5,11.9,-1.4,-0.19,Matches
2613,Haris Tabakovic,ba,FW,,Hoffenheim,Bundesliga,30,1994,9,291,32,23.1,3.2,2,64,0,7,23,4,1.00,5,6,-1,-0.31,+0.25,3.3,6.3,-3.0,-0.93,Matches
2614,Nicolás Tagliafico,ar,DF,,Lyon,Ligue 1,32,1992,8,711,89,52.7,7.9,8,89,7,0,,2,1.75,15,10,+5,+0.63,+0.35,16.2,10.9,+5.3,+0.67,Matches
2615,Jonathan Tah,de,DF,,Leverkusen,Bundesliga,28,1996,14,"1,260",90,100.0,14.0,14,90,14,0,,0,2.07,32,20,+12,+0.86,,25.8,15.9,+9.8,+0.70,Matches
2616,Adrien Tameze,cm,MF,DF,Torino,it Serie A,30,1994,10,328,33,22.8,3.6,4,60,0,6,15,6,1.50,6,6,0,0.00,+0.24,6.0,4.6,+1.3,+0.37,Matches
2617,Axel Tapé,fr,MF,,Paris S-G,Ligue 1,17,2007,0,,,,,0,,0,0,,1,,,,,,,,,,,Matches
2618,Renato Tapia,pe,MF,DF,Leganés,La Liga,29,1995,16,930,58,60.8,10.3,11,77,6,5,17,0,1.06,12,19,-7,-0.68,-0.53,6.2,19.1,-12.9,-1.25,Matches
2619,Edmond Tapsoba,bf,DF,,Leverkusen,Bundesliga,25,1999,14,"1,255",90,99.6,13.9,14,90,13,0,,0,2.07,32,20,+12,+0.86,+0.86,25.4,15.9,+9.5,+0.68,Matches
2620,Florian Tardieu,fr,MF,,Saint-Étienne,Ligue 1,32,1992,7,169,24,12.5,1.9,2,71,0,5,6,7,0.86,0,2,-2,-1.07,+0.46,1.3,3.9,-2.6,-1.40,Matches
2621,Mehdi Taremi,ir,FW,,Inter,it Serie A,32,1992,10,241,24,17.9,2.7,1,90,1,9,17,6,2.20,5,4,+1,+0.37,-1.57,6.4,3.1,+3.3,+1.22,Matches
2622,Matt Targett,eng,DF,MF,Newcastle Utd,Premier League,29,1995,0,,,,,0,,0,0,,8,,,,,,,,,,,Matches
2623,Oussama Targhalline,ma,MF,,Le Havre,Ligue 1,22,2002,11,836,76,61.9,9.3,10,80,4,1,32,1,0.82,7,19,-12,-1.29,-0.24,11.2,15.4,-4.2,-0.45,Matches
2624,James Tarkowski,eng,DF,,Everton,Premier League,32,1992,15,"1,341",89,99.3,14.9,15,89,14,0,,0,1.00,14,21,-7,-0.47,-0.47,14.6,20.0,-5.4,-0.36,Matches
2625,César Tárrega,es,DF,,Valencia,La Liga,22,2002,14,"1,226",88,85.1,13.6,14,88,13,0,,2,0.79,12,19,-7,-0.51,+0.75,12.3,18.7,-6.4,-0.47,Matches
2626,Nuno Tavares,pt,DF,,Lazio,it Serie A,24,2000,11,905,82,62.8,10.1,11,82,4,0,,2,2.00,16,14,+2,+0.20,-0.64,12.0,10.7,+1.3,+0.13,Matches
2627,Marcus Tavernier,eng,FW,MF,Bournemouth,Premier League,25,1999,15,"1,140",76,79.2,12.7,13,84,6,2,26,0,1.60,17,16,+1,+0.08,-0.52,24.5,14.1,+10.4,+0.82,Matches
2628,Elayis Tavsan,nl,FW,MF,Hellas Verona,it Serie A,23,2001,0,,,,,0,,0,0,,2,,,,,,,,,,,Matches
2629,Charlie Taylor,eng,DF,,Southampton,Premier League,31,1993,6,221,37,15.3,2.5,2,90,2,4,10,4,0.17,2,6,-4,-1.63,-0.08,3.1,4.3,-1.1,-0.47,Matches
2630,Jack Taylor,ie,MF,,Ipswich Town,Premier League,26,1998,11,307,28,21.3,3.4,1,89,0,10,22,0,0.55,4,3,+1,+0.29,+1.33,4.0,6.5,-2.5,-0.73,Matches
2631,Loum Tchaouna,fr,FW,MF,Lazio,it Serie A,21,2003,11,248,23,17.2,2.8,1,45,0,10,20,5,1.73,9,6,+3,+1.09,+0.79,7.1,4.4,+2.7,+0.97,Matches
2632,Jackson Tchatchoua,cm,DF,MF,Hellas Verona,it Serie A,23,2001,15,"1,295",86,89.9,14.4,15,86,13,0,,0,0.80,17,36,-19,-1.32,-1.94,14.7,24.5,-9.7,-0.68,Matches
2633,Enzo Tchato,cm,DF,,Montpellier,Ligue 1,22,2002,15,973,65,72.1,10.8,9,84,6,6,36,0,0.60,12,25,-13,-1.20,+1.18,12.5,18.6,-6.1,-0.56,Matches
2634,Aurélien Tchouaméni,fr,MF,DF,Real Madrid,La Liga,24,2000,13,"1,094",84,71.5,12.2,13,84,10,0,,0,1.92,25,13,+12,+0.99,-0.87,18.0,11.8,+6.2,+0.51,Matches
2635,Álvaro Tejero,es,MF,DF,Espanyol,La Liga,28,1996,15,794,53,51.9,8.8,9,78,4,6,15,2,0.73,9,16,-7,-0.79,-0.06,6.9,15.6,-8.7,-0.99,Matches
2636,Martín Tejón,es,MF,DF,Valencia,La Liga,20,2004,4,49,12,3.4,0.5,0,,0,4,12,6,0.00,0,1,-1,-1.84,-1.25,0.4,1.0,-0.6,-1.19,Matches
2637,Mathys Tel,fr,FW,MF,Bayern Munich,Bundesliga,19,2005,6,202,34,16.0,2.2,2,60,0,4,21,6,1.83,4,3,+1,+0.45,-2.02,5.2,1.8,+3.4,+1.52,Matches
2638,Nathan Tella,ng,MF,FW,Leverkusen,Bundesliga,25,1999,10,356,36,28.3,4.0,3,76,0,7,18,3,2.10,9,4,+5,+1.26,+0.57,6.0,4.3,+1.6,+0.41,Matches
2639,Nahuel Tenaglia,ar,DF,,Alavés,La Liga,28,1996,15,"1,291",86,84.4,14.3,15,86,13,0,,1,0.87,14,24,-10,-0.70,-1.07,14.6,20.8,-6.2,-0.43,Matches
2640,Arnau Tenas,es,GK,,Paris S-G,Ligue 1,23,2001,0,,,,,0,,0,0,,6,,,,,,,,,,,Matches
2641,Casper Tengstedt,dk,FW,MF,Hellas Verona,it Serie A,24,2000,14,975,70,67.7,10.8,13,72,2,1,35,2,0.86,12,23,-11,-1.02,+0.34,9.8,17.7,-7.9,-0.73,Matches
2642,Marc-André ter Stegen,de,GK,,Barcelona,La Liga,32,1992,6,494,82,30.5,5.5,6,82,5,0,,0,3.00,19,5,+14,+2.55,+1.27,15.0,5.6,+9.3,+1.70,Matches
2643,Filippo Terracciano,it,DF,,Milan,it Serie A,21,2003,4,358,90,26.5,4.0,4,90,3,0,,11,1.75,4,4,0,0.00,-0.73,5.4,4.8,+0.6,+0.16,Matches
2644,Pietro Terracciano,it,GK,,Fiorentina,it Serie A,34,1990,3,270,90,20.0,3.0,3,90,3,0,,13,1.00,3,3,0,0.00,-1.42,3.6,2.6,+1.0,+0.33,Matches
2645,Ramón Terrats,es,MF,FW,Villarreal,La Liga,24,2000,10,126,13,8.2,1.4,1,45,0,9,9,3,1.60,2,4,-2,-1.43,-1.62,2.0,3.4,-1.4,-1.03,Matches
2646,Martin Terrier,fr,MF,FW,Leverkusen,Bundesliga,27,1997,11,535,49,42.5,5.9,6,70,0,5,24,0,2.18,15,9,+6,+1.01,+0.26,12.6,7.6,+5.1,+0.86,Matches
2647,Tanner Tessmann,us,MF,,Lyon,Ligue 1,23,2001,8,227,28,16.8,2.5,2,78,1,6,12,5,2.25,4,3,+1,+0.40,-0.08,3.5,3.1,+0.4,+0.17,Matches
2648,Kenny Tete,nl,DF,,Fulham,Premier League,29,1995,15,"1,262",84,87.6,14.0,15,84,11,0,,1,1.40,17,17,0,0.00,-1.01,19.3,16.6,+2.7,+0.19,Matches
2649,Teddy Teuma,mt,MF,,Reims,Ligue 1,31,1993,9,290,32,21.5,3.2,3,62,0,6,17,1,1.89,3,7,-4,-1.24,-1.75,3.7,7.0,-3.3,-1.02,Matches
2650,Jordan Teze,nl,DF,,Monaco,Ligue 1,25,1999,10,307,31,21.3,3.4,4,62,0,6,10,2,2.40,8,2,+6,+1.76,+1.44,7.3,2.8,+4.5,+1.31,Matches
2651,Florian Thauvin,fr,FW,MF,Udinese,it Serie A,31,1993,13,922,71,64.0,10.2,12,76,1,1,13,0,1.08,13,21,-8,-0.78,-1.13,9.9,15.6,-5.7,-0.56,Matches
2652,Arthur Theate,be,DF,,Eint Frankfurt,Bundesliga,24,2000,13,"1,133",87,89.9,12.6,13,87,11,0,,0,1.85,27,16,+11,+0.87,-1.25,22.4,19.7,+2.7,+0.22,Matches
2653,Norman Theuerkauf,de,DF,MF,Heidenheim,Bundesliga,37,1987,0,,,,,0,,0,0,,13,,,,,,,,,,,Matches
2654,Thiago,br,FW,,Brentford,Premier League,23,2001,4,132,33,9.2,1.5,1,72,0,3,20,0,1.75,3,2,+1,+0.68,+0.61,0.9,2.5,-1.5,-1.05,Matches
2655,Malick Thiaw,de,DF,,Milan,it Serie A,23,2001,9,810,90,60.0,9.0,9,90,9,0,,4,1.44,11,9,+2,+0.22,-0.78,14.2,8.7,+5.5,+0.61,Matches
2656,Denis Thomalla,de,MF,,Heidenheim,Bundesliga,32,1992,1,4,4,0.3,0.0,0,,0,1,4,0,0.00,0,1,-1,-22.50,-21.64,0.9,0.6,+0.2,+5.43,Matches
2657,Luke Thomas,eng,DF,,Leicester City,Premier League,23,2001,1,90,90,6.3,1.0,1,90,1,0,,5,0.00,1,4,-3,-3.00,-2.33,1.1,2.4,-1.3,-1.33,Matches
2658,Sorba Thomas,wls,FW,,Nantes,Ligue 1,25,1999,13,652,50,48.3,7.2,7,76,0,6,20,1,1.00,9,16,-7,-0.97,-0.97,8.2,11.5,-3.3,-0.46,Matches
2659,Adrien Thomasson,fr,MF,,Lens,Ligue 1,31,1993,15,"1,210",81,89.6,13.4,15,81,8,0,,0,1.60,16,10,+6,+0.45,+1.09,20.7,14.4,+6.3,+0.47,Matches
2660,Morten Thorsby,no,MF,,Genoa,it Serie A,28,1996,15,965,64,67.0,10.7,11,79,6,4,23,1,1.07,8,16,-8,-0.75,-0.18,10.8,16.9,-6.1,-0.57,Matches
2661,Khéphren Thuram,fr,MF,,Juventus,it Serie A,23,2001,14,770,55,53.5,8.6,9,76,3,5,18,0,1.71,13,4,+9,+1.05,+0.38,13.5,4.0,+9.5,+1.11,Matches
2662,Marcus Thuram,fr,FW,,Inter,it Serie A,27,1997,15,"1,188",79,88.0,13.2,15,79,5,0,,0,2.13,38,11,+27,+2.05,+3.16,24.5,12.6,+11.9,+0.90,Matches
2663,Youri Tielemans,be,MF,,Aston Villa,Premier League,27,1997,16,"1,374",86,95.4,15.3,16,86,12,0,,0,1.56,24,22,+2,+0.13,+4.22,24.1,18.1,+6.0,+0.39,Matches
2664,Kieran Tierney,sct,DF,MF,Arsenal,Premier League,27,1997,0,,,,,0,,0,0,,4,,,,,,,,,,,Matches
2665,Phillip Tietz,de,FW,,Augsburg,Bundesliga,27,1997,14,896,64,71.1,10.0,12,71,2,2,24,0,1.14,13,19,-6,-0.60,+0.63,10.4,12.8,-2.4,-0.24,Matches
2666,Jurriën Timber,nl,DF,,Arsenal,Premier League,23,2001,14,"1,130",81,78.5,12.6,13,85,7,1,22,0,1.93,25,10,+15,+1.19,+1.49,21.3,10.3,+11.0,+0.88,Matches
2667,Jean-Clair Todibo,fr,DF,,West Ham,Premier League,24,1999,11,652,59,45.3,7.2,7,85,6,4,14,3,1.55,12,15,-3,-0.41,+0.16,12.1,11.8,+0.3,+0.04,Matches
2668,Harry Toffolo,eng,DF,,Nott'ham Forest,Premier League,29,1995,1,37,37,2.6,0.4,0,,0,1,37,10,1.00,0,1,-1,-2.43,-2.62,0.4,0.7,-0.3,-0.77,Matches
2669,Umut Tohumcu,de,MF,,Hoffenheim,Bundesliga,20,2004,8,288,36,22.9,3.2,2,75,1,6,23,2,1.13,7,6,+1,+0.31,+1.05,2.4,7.3,-4.9,-1.51,Matches
2670,Corentin Tolisso,fr,MF,,Lyon,Ligue 1,30,1994,14,954,68,70.7,10.6,11,83,6,3,13,1,1.71,22,11,+11,+1.04,+1.95,21.0,14.5,+6.5,+0.61,Matches
2671,Rafael Tolói,it,DF,,Atalanta,it Serie A,34,1990,2,114,57,7.9,1.3,1,81,0,1,33,7,1.50,3,1,+2,+1.58,+0.22,3.0,1.3,+1.7,+1.32,Matches
2672,Raúl de Tomás,es,FW,,Rayo Vallecano,La Liga,30,1994,0,,,,,0,,0,0,,11,,,,,,,,,,,Matches
2673,Tiago Tomás,pt,FW,MF,Wolfsburg,Bundesliga,22,2002,14,985,70,78.2,10.9,13,74,3,1,20,0,1.50,19,18,+1,+0.09,-1.54,14.0,17.3,-3.4,-0.31,Matches
2674,Takehiro Tomiyasu,jp,DF,,Arsenal,Premier League,26,1998,1,7,7,0.5,0.1,0,,0,1,7,0,3.00,1,0,+1,+12.86,+12.04,0.6,0.0,+0.5,+6.86,Matches
2675,Fikayo Tomori,eng,DF,,Milan,it Serie A,27,1997,8,553,69,41.0,6.1,6,90,6,2,7,7,1.50,11,10,+1,+0.16,-0.63,11.2,7.5,+3.7,+0.60,Matches
2676,Sandro Tonali,it,MF,,Newcastle Utd,Premier League,24,2000,14,741,53,51.5,8.2,7,78,2,7,28,0,1.36,14,10,+4,+0.49,+0.74,15.0,10.0,+5.0,+0.60,Matches
2677,Pietro Tornaghi,it,DF,,Atalanta,it Serie A,19,2005,0,,,,,0,,0,0,,2,,,,,,,,,,,Matches
2678,Pablo Torre,es,MF,FW,Barcelona,La Liga,21,2003,7,248,35,15.3,2.8,4,56,0,3,8,11,1.86,8,4,+4,+1.45,-0.25,5.4,4.7,+0.7,+0.25,Matches
2679,David Torres,es,DF,,Valladolid,La Liga,21,2003,9,697,77,45.6,7.7,7,87,6,2,43,8,0.89,7,11,-4,-0.52,+1.43,8.7,12.2,-3.5,-0.45,Matches
2680,Ferrán Torres,es,FW,MF,Barcelona,La Liga,24,2000,12,490,41,30.2,5.4,6,56,1,6,26,0,2.08,11,12,-1,-0.18,-2.65,11.4,7.5,+3.9,+0.72,Matches
2681,Pau Torres,es,DF,,Aston Villa,Premier League,27,1997,15,"1,350",90,93.8,15.0,15,90,15,0,,1,1.47,21,24,-3,-0.20,-2.20,23.1,18.3,+4.9,+0.32,Matches
2682,Lorenzo Torriani,it,GK,,Milan,it Serie A,19,2005,0,,,,,0,,0,0,,14,,,,,,,,,,,Matches
2683,Lucas Torró,es,MF,,Osasuna,La Liga,30,1994,16,"1,398",87,91.4,15.5,16,87,12,0,,0,1.50,20,23,-3,-0.19,-0.19,16.4,20.4,-4.1,-0.26,Matches
2684,Lorenzo Tosto,it,DF,,Empoli,it Serie A,18,2006,0,,,,,0,,0,0,,12,,,,,,,,,,,Matches
2685,Abdoulaye Touré,gn,MF,,Le Havre,Ligue 1,30,1994,14,"1,161",83,86.0,12.9,13,87,9,1,28,0,0.64,9,26,-17,-1.32,-0.84,14.0,22.8,-8.8,-0.68,Matches
2686,Birama Touré,ml,MF,DF,Montpellier,Ligue 1,32,1992,7,298,43,22.1,3.3,2,79,1,5,28,0,0.86,4,11,-7,-2.11,-0.75,4.1,8.1,-3.9,-1.19,Matches
2687,Issiaka Touré,fr,GK,,Saint-Étienne,Ligue 1,20,2004,0,,,,,0,,0,0,,1,,,,,,,,,,,Matches
2688,Ousmane Toure,fr,DF,,Lille,Ligue 1,19,2005,1,6,6,0.4,0.1,0,,0,1,6,10,1.00,0,1,-1,-15.00,-15.74,0.1,0.3,-0.2,-2.99,Matches
2689,Souleymane Touré,fr,DF,,Udinese,it Serie A,21,2003,9,611,68,42.4,6.8,8,74,6,1,16,2,0.78,9,8,+1,+0.15,+0.91,5.5,6.6,-1.1,-0.16,Matches
2690,Lucas Tousart,fr,MF,,Union Berlin,Bundesliga,27,1997,2,130,65,10.3,1.4,2,65,0,0,,4,2.00,1,1,0,0.00,+0.16,1.2,1.1,+0.1,+0.10,Matches
2691,Conor Townsend,eng,MF,,Ipswich Town,Premier League,31,1993,1,1,1,0.1,0.0,0,,0,1,1,15,0.00,0,1,-1,-90.00,-89.31,0.0,0.2,-0.2,-19.38,Matches
2692,Nicolas Trabucchi,it,DF,,Parma,it Serie A,17,2007,0,,,,,0,,0,0,,1,,,,,,,,,,,Matches
2693,Adama Traoré,es,FW,MF,Fulham,Premier League,28,1996,15,821,55,57.0,9.1,10,75,3,5,14,1,1.53,15,12,+3,+0.33,+0.47,13.4,11.1,+2.2,+0.24,Matches
2694,Boubacar Traoré,ml,MF,,Wolves,Premier League,23,2001,0,,,,,0,,0,0,,1,,,,,,,,,,,Matches
2695,Daouda Traoré,fr,MF,,Nice,Ligue 1,18,2006,0,,,,,0,,0,0,,2,,,,,,,,,,,Matches
2696,Hamari Traoré,ml,DF,,Real Sociedad,La Liga,32,1992,4,311,78,20.3,3.5,4,78,1,0,,0,1.00,2,3,-1,-0.29,-0.73,2.4,4.1,-1.6,-0.48,Matches
2697,Omar Traoré,de,DF,FW,Heidenheim,Bundesliga,26,1998,12,"1,020",85,81.0,11.3,12,85,8,0,,2,0.83,15,23,-8,-0.71,+1.17,15.5,16.3,-0.8,-0.07,Matches
2698,Kevin Trapp,de,GK,,Eint Frankfurt,Bundesliga,34,1990,11,945,86,75.0,10.5,11,86,10,0,,0,1.82,24,14,+10,+0.95,-0.19,19.3,16.5,+2.8,+0.27,Matches
2699,Mark Travers,ie,GK,,Bournemouth,Premier League,25,1999,3,270,90,18.8,3.0,3,90,3,0,,13,1.33,3,3,0,0.00,-0.23,4.1,4.1,0.0,-0.01,Matches
2700,Óscar Trejo,ar,MF,FW,Rayo Vallecano,La Liga,36,1988,6,229,38,15.0,2.5,3,60,0,3,16,11,1.00,3,3,0,0.00,+0.07,2.8,2.4,+0.4,+0.15,Matches
2701,Philipp Treu,de,MF,DF,St. Pauli,Bundesliga,24,2000,13,"1,121",86,89.0,12.5,13,86,11,0,,0,0.85,10,18,-8,-0.64,-0.64,12.2,17.4,-5.2,-0.42,Matches
2702,Ryan Trevitt,eng,MF,,Brentford,Premier League,21,2003,1,4,4,0.3,0.0,0,,0,1,4,11,0.00,0,0,0,0.00,-0.13,0.0,0.0,0.0,0.00,Matches
2703,Christopher Trimmel,at,DF,MF,Union Berlin,Bundesliga,37,1987,10,722,72,57.3,8.0,8,86,6,2,17,4,1.20,6,10,-4,-0.50,-0.83,7.0,10.0,-3.0,-0.38,Matches
2704,Kieran Trippier,eng,DF,,Newcastle Utd,Premier League,34,1990,8,321,40,22.3,3.6,3,73,0,5,20,3,1.13,5,4,+1,+0.28,+0.20,7.4,4.8,+2.6,+0.72,Matches
2705,Pol Tristán,es,GK,,Espanyol,La Liga,22,2002,0,,,,,0,,0,0,,1,,,,,,,,,,,Matches
2706,Leandro Trossard,be,FW,,Arsenal,Premier League,30,1994,16,850,53,59.0,9.4,10,73,2,6,21,0,1.88,23,10,+13,+1.38,+1.22,18.0,6.8,+11.3,+1.19,Matches
2707,Adrien Truffert,fr,DF,MF,Rennes,Ligue 1,23,2001,14,"1,045",75,77.4,11.6,12,84,7,2,17,0,1.21,13,19,-6,-0.52,-2.29,11.2,13.7,-2.5,-0.21,Matches
2708,Kostas Tsimikas,gr,DF,,Liverpool,Premier League,28,1996,6,232,39,17.2,2.6,2,84,1,4,16,5,2.17,4,1,+3,+1.16,-0.04,4.2,1.9,+2.3,+0.88,Matches
2709,Viktor Tsyhankov,ua,FW,MF,Girona,La Liga,27,1997,7,471,67,30.8,5.2,6,73,2,1,31,1,1.57,5,7,-2,-0.38,-0.38,6.4,3.6,+2.8,+0.53,Matches
2710,Axel Tuanzebe,cd,DF,,Ipswich Town,Premier League,27,1997,9,770,86,53.5,8.6,9,86,5,0,,0,0.89,7,13,-6,-0.70,+0.10,7.4,15.0,-7.6,-0.89,Matches
2711,Stefano Turati,it,GK,,Monza,it Serie A,23,2001,13,"1,170",90,81.3,13.0,13,90,13,0,,1,0.62,13,19,-6,-0.46,-0.13,10.3,17.0,-6.7,-0.52,Matches
2712,Claudio Turi,it,GK,,Napoli,it Serie A,19,2005,0,,,,,0,,0,0,,5,,,,,,,,,,,Matches
2713,Matt Turner,us,GK,,Crystal Palace,Premier League,30,1994,0,,,,,0,,0,0,,12,,,,,,,,,,,Matches
2714,Beñat Turrientes,es,MF,,Real Sociedad,La Liga,22,2002,11,516,47,33.7,5.7,6,71,2,5,18,2,1.27,4,2,+2,+0.35,+0.08,6.0,6.0,0.0,0.00,Matches
2715,Tuta,br,DF,MF,Eint Frankfurt,Bundesliga,25,1999,13,"1,124",86,89.2,12.5,13,86,9,0,,0,2.08,32,18,+14,+1.12,+1.12,23.0,18.5,+4.5,+0.36,Matches
2716,Ryan Tutu Mayangila,fr,GK,,Strasbourg,Ligue 1,19,2005,0,,,,,0,,0,0,,1,,,,,,,,,,,Matches
2717,Chrisantus Uche,ng,FW,MF,Getafe,La Liga,21,2003,17,"1,219",72,79.7,13.5,14,80,4,3,34,0,0.94,9,10,-1,-0.07,+0.50,11.3,11.5,-0.2,-0.01,Matches
2718,Destiny Udogie,it,DF,,Tottenham,Premier League,22,2002,16,"1,301",81,90.3,14.5,16,81,10,0,,0,1.44,30,19,+11,+0.76,-3.12,26.0,22.4,+3.6,+0.25,Matches
2719,Manuel Ugarte Ribeiro,uy,MF,,Manchester Utd,Premier League,23,2001,11,596,54,41.4,6.6,6,83,3,5,19,2,1.64,9,9,0,0.00,-0.21,8.2,9.1,-0.9,-0.13,Matches
2720,Lesley Ugochukwu,fr,MF,,Southampton,Premier League,20,2004,6,211,35,14.7,2.3,2,54,0,4,26,5,0.67,1,8,-7,-2.99,-1.67,2.1,5.7,-3.6,-1.53,Matches
2721,Lukas Ullrich,de,DF,,Gladbach,Bundesliga,20,2004,6,460,77,36.5,5.1,6,77,1,0,,3,1.83,12,5,+7,+1.37,+1.71,9.0,5.6,+3.4,+0.67,Matches
2722,Sven Ulreich,de,GK,,Bayern Munich,Bundesliga,36,1988,1,90,90,7.1,1.0,1,90,1,0,,8,3.00,5,0,+5,+5.00,+3.08,3.0,0.0,+3.0,+2.99,Matches
2723,Franco Umeh-Chibueze,ie,MF,,Crystal Palace,Premier League,19,2005,0,,,,,0,,0,0,,6,,,,,,,,,,,Matches
2724,Enes Ünal,tr,FW,MF,Bournemouth,Premier League,27,1997,13,225,17,15.6,2.5,1,63,0,12,14,0,1.54,4,3,+1,+0.40,+0.25,6.0,4.9,+1.1,+0.46,Matches
2725,Deniz Undav,de,FW,MF,Stuttgart,Bundesliga,28,1996,9,643,71,51.0,7.1,8,76,3,1,34,0,1.44,15,11,+4,+0.56,+0.41,12.3,12.2,+0.1,+0.01,Matches
2726,Naci Ünüvar,nl,MF,DF,Espanyol,La Liga,21,2003,2,31,16,2.0,0.3,0,,0,2,16,10,0.00,0,0,0,0.00,+0.78,0.3,0.2,0.0,+0.09,Matches
2727,Dayot Upamecano,fr,DF,,Bayern Munich,Bundesliga,26,1998,13,"1,159",89,92.0,12.9,13,89,10,0,,1,2.54,40,9,+31,+2.41,+3.30,29.4,6.9,+22.4,+1.74,Matches
2728,João Urbáez,do,DF,,Leganés,La Liga,22,2002,0,,,,,0,,0,0,,1,,,,,,,,,,,Matches
2729,Kacper Urbanski,pl,MF,,Bologna,it Serie A,20,2004,7,247,35,18.3,2.7,1,77,0,6,28,7,1.71,3,5,-2,-0.73,-1.14,1.9,3.2,-1.3,-0.49,Matches
