Rk,Player,Nation,Pos1,Pos2,Squad,Comp,Age,Born,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
75,Mohamed Ali Cho,fr,FW,MF,Real Sociedad,La Liga,18,2004,6.5,165,158,6,0,0,0,30,0,2,1,1,0,108,1,6
76,Faride Alidou,de,DF,MF,Eint Frankfurt,Bundesliga,21,2001,2.0,101,84,17,0,0,0,7,17,0,0,0,0,74,0,2
77,Alisson,br,GK,,Liverpool,Premier League,29,1992,37.0,1453,1199,250,57,0,2,0,0,0,0,0,0,1241,4,1
78,Jim Allevinah,ga,DF,FW,Clermont Foot,Ligue 1,27,1995,24.9,848,789,58,7,0,3,65,50,0,0,0,0,658,1,32
79,Dele Alli,eng,MF,,Everton,Premier League,26,1996,0.4,15,13,2,1,0,0,0,0,0,0,0,0,12,0,0
80,Domingos André Ribeiro Almeida,pt,MF,,Valencia,La Liga,22,2000,28.2,1402,1226,164,72,7,12,127,13,63,22,17,0,1110,12,18
81,Miguel Almirón,py,FW,,Newcastle Utd,Premier League,28,1994,27.7,982,946,30,0,3,4,26,18,11,0,0,0,811,6,29
82,Marcos Alonso,es,DF,,Barcelona,La Liga,31,1990,13.0,1005,956,47,16,1,11,23,16,12,6,4,0,896,2,8
83,Mickaël Alphonse,gp,DF,,Ajaccio,Ligue 1,33,1989,15.1,686,527,157,8,0,0,27,149,0,0,0,0,448,2,21
84,Éder Álvarez Balanta,co,MF,FW,Schalke 04,Bundesliga,29,1993,2.6,91,84,5,3,1,1,2,0,2,1,1,0,64,2,1
85,Carlos Álvarez,es,MF,,Sevilla,La Liga,18,2003,0.1,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0
86,Gastón Álvarez,uy,DF,,Getafe,La Liga,22,2000,16.7,579,431,147,6,0,2,23,141,0,0,0,0,350,1,16
87,Julián Álvarez,ar,FW,MF,Manchester City,Premier League,22,2000,16.3,503,478,21,2,7,3,26,4,4,3,0,0,395,4,17
88,Agustín Álvarez Martínez,uy,FW,MF,Sassuolo,Serie A,21,2001,4.1,84,76,8,0,0,1,4,0,3,0,3,0,68,0,1
89,Yeray Álvarez,es,DF,,Athletic Club,La Liga,27,1995,25.9,1392,1308,80,72,5,35,9,2,0,0,0,0,1123,4,12
90,Ibrahim Amadou,fr,DF,MF,Angers,Ligue 1,29,1993,4.7,190,186,4,4,0,0,1,0,0,0,0,0,161,0,5
91,Selim Amallah,ma,MF,FW,Valladolid,La Liga,25,1996,3.0,83,80,3,0,0,1,2,2,0,0,0,0,63,0,1
92,Daniel Amartey,gh,DF,,Leicester City,Premier League,27,1994,17.9,1114,1092,20,15,2,2,0,5,0,0,0,0,1015,2,2
93,Amath,sn,MF,FW,Mallorca,La Liga,26,1996,13.6,299,278,20,1,1,1,16,8,0,0,0,0,215,1,16
94,Jordan Amavi,fr,DF,,Getafe,La Liga,28,1994,2.2,96,69,27,1,0,0,6,26,0,0,0,0,51,0,5
95,Lukáš Ambros,cz,MF,,Wolfsburg,Bundesliga,18,2004,0.2,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0
96,Kelvin Amian,fr,DF,,Spezia,Serie A,24,1998,26.4,1110,869,238,14,1,2,39,222,2,0,1,0,830,3,31
97,Bruno Amione,ar,DF,,Hellas Verona,Serie A,20,2002,0.6,16,9,7,0,0,0,0,3,0,0,0,0,11,0,1
98,Bruno Amione,ar,DF,,Sampdoria,Serie A,20,2002,23.2,1032,948,81,33,0,0,5,48,0,0,0,0,821,3,23
99,Nadiem Amiri,de,MF,FW,Leverkusen,Bundesliga,25,1996,10.9,507,472,32,14,4,4,16,4,9,2,7,0,423,3,15
100,Samuel Amo-Ameyaw,eng,MF,,Southampton,Premier League,16,2006,0.0,6,6,0,0,0,0,0,0,0,0,0,0,5,0,0
101,Ethan Ampadu,wls,DF,MF,Spezia,Serie A,21,2000,29.3,1548,1426,116,46,3,17,11,47,0,0,0,0,1254,6,20
102,Sofyan Amrabat,ma,MF,,Fiorentina,Serie A,25,1996,22.2,1490,1396,91,80,1,22,26,9,1,0,0,0,1323,3,25
103,Ayoub Amraoui,ma,DF,FW,Nice,Ligue 1,18,2004,3.3,185,174,11,0,0,1,14,11,0,0,0,0,155,0,5
104,Joachim Andersen,dk,DF,,Crystal Palace,Premier League,26,1996,30.9,1972,1840,123,107,4,44,10,13,1,0,0,0,1561,9,13
105,Elliot Anderson,eng,MF,FW,Newcastle Utd,Premier League,19,2002,4.6,198,193,3,0,1,0,9,2,1,0,0,0,150,2,10
106,Felipe Anderson,br,FW,,Lazio,Serie A,29,1993,32.9,1410,1370,34,2,4,8,50,21,3,1,2,0,1093,6,41
107,Benjamin André,fr,MF,,Lille,Ligue 1,31,1990,32.4,2324,2262,54,49,8,23,14,5,0,0,0,0,1942,8,31
108,Marcos André,br,FW,MF,Valencia,La Liga,25,1996,5.0,64,58,6,0,1,1,1,0,0,0,0,0,43,0,1
109,Komnen Andrić,rs,FW,,Clermont Foot,Ligue 1,27,1995,16.1,428,391,35,0,0,4,1,0,0,0,0,0,320,2,16
110,Robert Andrich,de,MF,,Leverkusen,Bundesliga,27,1994,26.7,1455,1404,49,42,0,4,4,5,0,0,0,0,1218,2,12
111,Angeliño,es,DF,,Hoffenheim,Bundesliga,25,1997,29.1,1544,1160,366,42,1,16,179,276,48,18,23,0,1012,18,40
112,Fabrizio Angileri,ar,DF,,Getafe,La Liga,28,1994,6.5,260,190,70,3,0,2,12,67,0,0,0,0,153,0,13
113,Jaidon Anthony,eng,MF,FW,Bournemouth,Premier League,22,1999,14.0,526,480,45,9,2,5,43,21,14,9,1,1,387,1,18
114,Janis Antiste,fr,FW,,Sassuolo,Serie A,19,2002,0.6,18,18,0,0,0,0,0,0,0,0,0,0,13,0,0
115,Waldemar Anton,de,DF,,Stuttgart,Bundesliga,26,1996,32.6,2059,1854,201,64,4,21,31,136,0,0,0,0,1629,4,31
116,Josep Antoni Gayá,es,DF,MF,Mallorca,La Liga,22,2000,1.1,7,7,0,0,0,0,0,0,0,0,0,0,6,0,0
117,José Antonio,es,MF,DF,Cádiz,La Liga,18,2004,0.5,10,9,1,1,0,0,1,0,0,0,0,0,8,0,1
118,Marcos Antônio,br,MF,,Lazio,Serie A,22,2000,6.6,420,418,2,2,1,0,0,0,0,0,0,0,380,0,5
119,Michail Antonio,jm,FW,,West Ham,Premier League,32,1990,20.3,348,335,12,1,1,1,35,8,0,0,0,0,186,1,18
120,Antony,br,FW,,Manchester Utd,Premier League,22,2000,20.0,819,804,15,1,3,2,32,13,1,0,0,0,651,0,29
121,Valentin Antov,bg,DF,,Monza,Serie A,21,2000,3.4,229,213,16,4,0,1,2,12,0,0,0,0,201,0,1
122,Christopher Antwi-Adjei,gh,FW,MF,Bochum,Bundesliga,28,1994,22.0,712,513,195,3,2,2,63,180,4,0,0,0,432,4,32
123,Anuar,ma,MF,FW,Valladolid,La Liga,27,1995,2.3,40,39,1,0,0,0,1,1,0,0,0,0,30,0,4
124,Houssem Aouar,dz,MF,,Lyon,Ligue 1,24,1998,5.8,370,361,9,4,1,3,6,1,3,0,0,0,299,0,9
125,Adil Aouchiche,fr,MF,,Lorient,Ligue 1,20,2002,2.8,154,133,21,8,0,4,17,3,8,2,4,0,115,0,4
126,Dennis Appiah,fr,DF,MF,Nantes,Ligue 1,30,1992,8.8,468,393,74,5,0,0,21,69,0,0,0,0,339,1,8
127,Stredair Appuah,fr,DF,MF,Nantes,Ligue 1,18,2004,0.7,27,26,1,1,0,1,2,0,0,0,0,0,19,0,2
128,Mauro Arambarri,uy,MF,,Getafe,La Liga,26,1995,11.0,421,355,66,44,0,6,42,0,22,14,7,1,326,0,7
129,Charles Aránguiz,cl,MF,,Leverkusen,Bundesliga,33,1989,5.5,311,290,20,12,0,0,12,1,7,4,3,0,248,1,3
130,Ronald Araújo,uy,DF,,Barcelona,La Liga,23,1999,20.0,1287,1207,75,41,2,19,5,25,0,0,0,0,1139,5,6
131,Cameron Archer,eng,FW,MF,Aston Villa,Premier League,21,2001,0.5,12,11,1,1,0,0,1,0,0,0,0,0,8,0,1
132,Taïryk Arconte,fr,FW,,Brest,Ligue 1,18,2003,1.4,17,15,2,0,0,0,1,1,0,0,0,0,10,0,1
133,Alphonse Areola,fr,GK,,West Ham,Premier League,29,1993,3.4,92,59,32,2,0,0,0,0,0,0,0,0,67,1,0
134,Adu Ares,es,FW,MF,Athletic Club,La Liga,20,2001,0.9,51,49,2,0,0,1,8,1,1,0,0,0,42,0,1
135,Joe Aribo,ng,MF,FW,Southampton,Premier League,26,1996,13.6,385,376,9,0,0,0,8,2,0,0,0,0,280,0,16
136,Adam Armstrong,eng,FW,MF,Southampton,Premier League,25,1997,14.8,302,267,35,0,0,4,14,3,0,0,0,0,220,0,21
137,Stuart Armstrong,sct,MF,FW,Southampton,Premier League,30,1992,15.6,676,634,40,4,3,3,37,14,2,0,2,0,531,2,24
138,Marko Arnautović,at,FW,,Bologna,Serie A,33,1989,17.0,467,420,40,0,3,0,9,4,0,0,0,0,328,7,15
139,Maximilian Arnold,de,MF,,Wolfsburg,Bundesliga,28,1994,30.7,1642,1335,296,177,6,32,154,9,87,57,28,0,1269,11,9
140,Mohamed El Arouch,fr,MF,,Lyon,Ligue 1,18,2004,0.0,2,1,1,0,0,0,1,0,1,1,0,0,1,0,0
141,Sergio Arribas,es,MF,FW,Real Madrid,La Liga,20,2001,0.2,11,9,2,0,0,0,1,0,2,1,0,0,9,0,0
142,Kepa Arrizabalaga,es,GK,,Chelsea,Premier League,27,1994,28.5,1046,805,241,59,0,3,0,0,0,0,0,0,871,0,1
143,Roberto Arroyo,es,MF,,Valladolid,La Liga,18,2003,0.2,5,5,0,0,0,1,1,0,0,0,0,0,0,0,2
144,Tolgay Arslan,de,MF,,Udinese,Serie A,31,1990,13.5,605,556,48,27,0,15,28,6,14,7,1,0,485,1,14
145,Ricard Artero,es,MF,FW,Girona,La Liga,19,2003,1.5,47,47,0,0,0,0,0,0,0,0,0,0,37,0,3
146,Santiago Arzamendia,py,DF,MF,Cádiz,La Liga,24,1998,5.4,226,188,35,7,0,3,14,26,2,1,1,0,150,3,16
147,Takuma Asano,jp,FW,MF,Bochum,Bundesliga,27,1994,19.0,342,336,4,1,2,0,28,2,1,0,0,0,237,2,16
148,Santiago Ascacíbar,ar,MF,,Cremonese,Serie A,25,1997,8.1,435,412,21,11,0,4,5,5,5,0,3,0,358,2,9
149,Sergio Asenjo,es,GK,,Valladolid,La Liga,33,1989,10.0,353,234,118,26,0,2,0,0,0,0,0,0,233,1,1
150,Marco Asensio,es,FW,MF,Real Madrid,La Liga,26,1996,16.0,802,722,76,18,5,7,82,8,48,25,7,0,650,4,28
151,Kristoffer Askildsen,no,MF,,Lecce,Serie A,21,2001,8.1,269,234,34,11,0,8,19,5,15,7,6,0,165,1,8
152,Fisnik Asllani,xk,FW,,Hoffenheim,Bundesliga,19,2002,1.9,63,62,1,0,0,0,3,0,0,0,0,0,37,0,4
153,Kristjan Asllani,al,MF,,Inter,Serie A,20,2002,6.6,457,426,30,13,1,5,21,1,16,5,9,0,402,1,4
154,Iago Aspas,es,FW,,Celta Vigo,La Liga,34,1987,31.9,1227,1146,75,23,15,15,45,11,23,8,6,0,936,6,33
155,Lorenz Assignon,tg,DF,,Rennes,Ligue 1,22,2000,2.9,155,127,27,5,0,0,4,22,0,0,0,0,127,1,2
156,Youcef Atal,dz,DF,MF,Nice,Ligue 1,26,1996,8.7,509,432,77,11,1,1,40,66,0,0,0,0,408,0,19
157,Valentin Atangana Edoa,fr,MF,,Reims,Ligue 1,16,2005,1.9,48,48,0,0,0,1,1,0,0,0,0,0,41,0,1
158,Pierre-Emerick Aubameyang,ga,FW,,Chelsea,Premier League,33,1989,6.2,111,101,10,0,0,0,3,0,0,0,0,0,82,0,5
159,Pierre-Emerick Aubameyang,ga,FW,,Barcelona,La Liga,33,1989,0.1,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0
160,Emil Audero,it,GK,,Sampdoria,Serie A,25,1997,25.0,919,628,286,86,0,0,0,0,0,0,0,0,617,5,2
161,Tommaso Augello,it,DF,,Sampdoria,Serie A,27,1994,34.0,1774,1408,365,49,0,5,170,295,21,6,15,0,1283,1,71
162,Ludwig Augustinsson,se,DF,,Aston Villa,Premier League,28,1994,0.9,43,34,9,1,0,0,5,8,0,0,0,0,26,0,0
163,Ludwig Augustinsson,se,DF,,Mallorca,La Liga,28,1994,1.5,70,60,10,0,0,0,6,10,0,0,0,0,49,0,0
164,Carlos Augusto,br,DF,,Monza,Serie A,23,1999,34.3,1719,1409,305,20,2,7,54,280,0,0,0,0,1430,5,49
165,Serge Aurier,ci,DF,,Nott'ham Forest,Premier League,29,1992,21.6,943,758,183,16,1,0,40,167,0,0,0,0,667,2,28
166,Mathias Autret,fr,MF,FW,Auxerre,Ligue 1,31,1991,14.3,597,530,64,20,4,18,65,10,24,13,7,0,451,3,15
167,Ezequiel Ávila,ar,FW,MF,Osasuna,La Liga,28,1994,19.0,526,478,43,10,2,24,81,8,15,6,7,0,287,5,21
168,Cédric Avinel,gp,DF,,Ajaccio,Ligue 1,35,1986,19.9,714,693,21,21,0,1,0,0,0,0,0,0,607,0,2
169,Taiwo Awoniyi,ng,FW,,Nott'ham Forest,Premier League,24,1997,15.6,223,220,3,0,2,1,3,1,0,0,0,0,143,0,9
170,Yasin Ayari,se,MF,,Brighton,Premier League,18,2003,0.7,23,22,0,0,1,0,0,0,0,0,0,0,20,1,0
171,Mehmet Aydin,de,DF,FW,Schalke 04,Bundesliga,20,2002,6.3,280,220,56,4,1,1,23,51,1,0,0,0,178,4,13
172,André Ayew,gh,FW,MF,Nott'ham Forest,Premier League,32,1989,3.5,73,68,5,0,0,0,1,0,1,0,0,0,53,0,0
173,Jordan Ayew,gh,FW,MF,Crystal Palace,Premier League,30,1991,30.2,875,860,13,3,5,1,43,9,0,0,0,0,676,2,34
174,Kaan Ayhan,tr,DF,,Sassuolo,Serie A,27,1994,6.1,332,311,20,15,0,7,0,2,0,0,0,0,288,1,2
175,Luke Ayling,eng,DF,,Leeds United,Premier League,30,1991,22.8,1132,912,212,22,0,11,62,190,0,0,0,0,786,8,46
176,Ayman Azhil,ma,MF,,Leverkusen,Bundesliga,21,2001,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,Sardar Azmoun,ir,FW,MF,Leverkusen,Bundesliga,27,1995,10.3,247,232,13,0,2,0,0,1,0,0,0,0,162,2,10
178,César Azpilicueta,es,DF,,Chelsea,Premier League,32,1989,17.0,1065,893,169,30,0,0,26,139,0,0,0,0,872,3,14
179,Sanoussy Ba,de,DF,,RB Leipzig,Bundesliga,18,2004,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,Iddrisu Baba,gh,MF,DF,Mallorca,La Liga,26,1996,18.9,584,571,10,9,1,7,0,1,0,0,0,0,476,3,9
181,Srđan Babić,rs,DF,,Almería,La Liga,26,1996,33.3,1373,1295,71,65,1,12,2,5,0,0,0,0,1172,7,9
182,Loïc Bade,fr,DF,,Sevilla,La Liga,22,2000,16.1,847,829,15,12,0,0,4,2,0,0,0,0,735,3,9
183,Loïc Bade,fr,DF,,Rennes,Ligue 1,22,2000,1.0,59,59,0,0,0,0,0,0,0,0,0,0,52,0,0
184,Édgar Badía,es,GK,,Elche,La Liga,30,1992,36.0,1072,666,402,106,0,1,0,0,0,0,0,0,791,4,0
185,Benoît Badiashile,fr,DF,,Chelsea,Premier League,21,2001,10.1,860,840,19,17,1,6,2,2,0,0,0,0,769,1,4
186,Benoît Badiashile,fr,DF,,Monaco,Ligue 1,21,2001,9.3,468,455,13,13,0,5,0,0,0,0,0,0,403,0,2
187,Alex Baena,es,MF,FW,Villarreal,La Liga,21,2001,21.6,859,831,23,8,21,3,26,2,8,6,0,0,681,5,30
188,Jaime Báez,uy,DF,,Cremonese,Serie A,27,1995,1.1,48,44,4,2,0,0,9,0,2,0,1,0,32,0,2
189,Leon Bailey,jm,FW,MF,Aston Villa,Premier League,24,1997,21.9,547,507,40,4,4,5,96,10,18,13,0,0,337,0,31
190,Eric Bailly,ci,DF,,Marseille,Ligue 1,28,1994,6.0,274,256,17,13,1,0,0,3,0,0,0,0,231,1,3
191,Dénys Bain,fr,DF,,Auxerre,Ligue 1,29,1993,1.4,56,55,1,1,0,1,0,0,0,0,0,0,52,0,0
192,Brandon Baiye,be,MF,,Clermont Foot,Ligue 1,21,2000,0.6,32,29,3,3,0,0,0,0,0,0,0,0,27,0,0
193,Stefan Bajcetic,es,MF,,Liverpool,Premier League,17,2004,5.8,258,255,3,3,0,3,5,0,0,0,0,0,200,0,6
194,Nedim Bajrami,al,MF,FW,Empoli,Serie A,23,1999,10.4,348,305,43,9,0,4,35,8,18,10,5,0,260,0,8
195,Nedim Bajrami,al,FW,MF,Sassuolo,Serie A,23,1999,9.1,355,307,48,9,0,0,57,5,34,17,13,0,245,0,15
196,Cédric Bakambu,cd,MF,,Marseille,Ligue 1,31,1991,0.7,23,23,0,0,0,0,1,0,0,0,0,0,19,0,1
197,Tiemoué Bakayoko,fr,MF,,Milan,Serie A,27,1994,0.5,20,20,0,0,0,0,0,0,0,0,0,0,17,0,0
198,Mitchel Bakker,nl,DF,MF,Leverkusen,Bundesliga,22,2000,18.4,968,790,177,14,1,8,26,162,1,0,0,0,764,1,20
199,Ridle Baku,de,DF,FW,Wolfsburg,Bundesliga,24,1998,28.7,1551,1286,258,24,2,7,70,232,2,2,0,0,1216,7,34
200,Tommaso Baldanzi,it,MF,,Empoli,Serie A,19,2003,19.7,647,592,52,6,3,4,21,3,6,1,0,0,534,3,19
201,Alejandro Balde,es,DF,,Barcelona,La Liga,18,2003,27.5,1670,1444,217,32,0,5,67,185,0,0,0,0,1482,9,19
202,Thierno Balde,fr,DF,MF,Troyes,Ligue 1,20,2002,23.9,931,758,173,15,4,2,37,156,2,2,0,0,763,0,19
203,Carlos Baleba,cm,MF,,Lille,Ligue 1,18,2004,5.3,300,294,5,5,0,3,1,0,0,0,0,0,249,1,9
204,Mikel Balenziaga,es,DF,,Athletic Club,La Liga,34,1988,1.3,69,57,11,0,0,0,3,11,0,0,0,0,49,1,0
205,Leonardo Balerdi,ar,DF,,Marseille,Ligue 1,23,1999,29.3,1656,1607,48,36,2,8,6,6,0,0,0,0,1389,1,16
206,Dominic Ballard,eng,FW,MF,Southampton,Premier League,17,2005,0.3,7,5,2,0,0,0,0,1,0,0,0,0,5,0,0
207,Iván Balliu,al,DF,,Rayo Vallecano,La Liga,30,1992,35.9,1850,1406,430,24,1,2,105,406,0,0,0,0,1422,14,46
208,Fodé Ballo-Touré,sn,DF,,Milan,Serie A,25,1997,5.8,281,219,62,6,0,1,17,56,0,0,0,0,234,0,2
209,Folarin Balogun,us,FW,,Reims,Ligue 1,21,2001,33.3,582,520,55,1,4,3,23,3,0,0,0,0,408,7,21
210,Abdoulaye Bamba,ci,DF,,Angers,Ligue 1,32,1990,15.2,721,651,70,17,2,0,19,53,0,0,0,0,619,0,10
211,Jonathan Bamba,ci,FW,,Lille,Ligue 1,26,1996,30.9,1405,1334,67,18,9,5,79,40,9,2,2,0,1125,4,56
212,Patrick Bamford,eng,FW,,Leeds United,Premier League,28,1993,16.8,333,294,38,0,1,0,5,1,0,0,0,0,229,1,10
213,Lameck Banda,zm,FW,MF,Lecce,Serie A,21,2001,18.2,428,409,17,1,0,1,51,5,11,5,1,0,278,2,22
214,Filippo Bandinelli,it,MF,,Empoli,Serie A,27,1995,25.1,1049,973,69,17,3,8,91,41,9,3,5,0,773,7,42
215,Léo Baptistão,br,FW,MF,Almería,La Liga,29,1992,19.2,540,526,11,2,6,7,18,8,0,0,0,0,359,3,25
216,Shandon Baptiste,gd,MF,,Brentford,Premier League,24,1998,6.9,295,287,6,1,2,0,11,3,2,2,0,0,247,2,7
217,Antonín Barák,cz,MF,,Hellas Verona,Serie A,27,1994,0.3,14,13,1,0,0,0,1,0,0,0,0,0,11,0,0
218,Antonín Barák,cz,MF,,Fiorentina,Serie A,27,1994,20.0,719,689,28,6,5,6,14,7,0,0,0,0,590,2,16
219,Andrea Barberis,it,MF,,Monza,Serie A,28,1993,3.8,166,157,9,6,0,0,4,1,2,0,2,0,140,0,2
220,Tommaso Barbieri,it,DF,,Juventus,Serie A,19,2002,1.2,64,49,14,1,1,0,7,13,0,0,0,0,43,1,2
221,Bradley Barcola,fr,FW,MF,Lyon,Ligue 1,19,2002,16.0,466,460,3,0,0,1,21,3,0,0,0,0,324,3,17
222,Melvin Bard,fr,DF,,Nice,Ligue 1,21,2000,27.3,1505,1278,224,22,1,3,70,202,0,0,0,0,1201,3,46
223,Francesco Bardi,it,GK,,Bologna,Serie A,30,1992,1.0,23,12,10,1,0,0,0,0,0,0,0,0,18,1,0
224,Keidi Bare,al,MF,,Espanyol,La Liga,24,1997,5.6,267,260,7,3,0,2,6,0,1,1,0,0,221,0,6
225,Nicolò Barella,it,MF,,Inter,Serie A,25,1997,29.0,1601,1566,29,13,6,16,84,8,6,0,2,0,1306,6,30
226,Kike Barja,es,FW,MF,Osasuna,La Liga,25,1997,14.6,487,458,28,2,2,2,110,12,13,5,5,0,316,1,21
227,Ross Barkley,eng,MF,FW,Nice,Ligue 1,28,1993,10.7,497,441,55,13,1,2,46,4,38,19,14,0,391,1,11
228,Aymen Barkok,ma,MF,,Mainz 05,Bundesliga,24,1998,6.5,264,249,12,2,2,1,12,7,3,1,1,0,181,3,10
229,Harvey Barnes,eng,FW,MF,Leicester City,Premier League,24,1997,30.1,786,769,10,0,5,1,44,8,0,0,0,0,549,7,31
230,Leandro Barreiro Martins,lu,MF,,Mainz 05,Bundesliga,22,2000,23.8,557,547,7,7,2,0,6,0,0,0,0,0,379,3,21
231,Enzo Barrenechea,ar,MF,,Juventus,Serie A,21,2001,1.8,115,111,4,3,0,0,0,1,0,0,0,0,98,0,5
232,Ander Barrenetxea,es,FW,DF,Real Sociedad,La Liga,20,2001,9.8,376,343,32,5,1,1,13,25,2,0,0,0,288,1,19
233,Mickaël Barreto,fr,MF,,Ajaccio,Ligue 1,31,1991,14.7,695,607,83,46,2,4,76,12,24,9,11,0,481,5,14
234,Pablo Barrios,es,MF,,Atlético Madrid,La Liga,19,2003,8.0,450,438,9,7,1,5,6,2,0,0,0,0,368,3,12
235,Musa Barrow,gm,FW,MF,Bologna,Serie A,23,1998,21.8,806,701,94,17,5,17,103,13,50,30,18,0,583,11,22
236,Federico Baschirotto,it,DF,,Lecce,Serie A,25,1996,37.0,1432,1312,113,66,1,22,14,41,0,0,0,0,1049,7,14
237,Toma Bašić,hr,MF,,Lazio,Serie A,25,1996,5.7,293,273,20,6,2,0,20,0,7,3,4,0,214,0,13
238,Alberto Basso,it,MF,,Cremonese,Serie A,18,2004,0.2,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0
239,Gil Bastião Dias,pt,FW,,Stuttgart,Bundesliga,25,1996,4.4,174,170,4,1,0,2,6,3,0,0,0,0,120,0,14
240,Alessandro Bastoni,it,DF,,Inter,Serie A,23,1999,24.0,1671,1510,152,53,2,24,49,77,0,0,0,0,1384,9,24
241,Simone Bastoni,it,MF,DF,Spezia,Serie A,25,1996,13.2,596,481,114,23,2,5,103,43,48,26,16,0,367,1,38
242,Rodrigo Battaglia,ar,MF,,Mallorca,La Liga,31,1991,7.6,232,224,6,6,0,2,1,0,0,0,0,0,185,2,4
243,Maximilian Bauer,de,DF,,Augsburg,Bundesliga,22,2000,20.5,758,722,34,28,0,7,2,6,0,0,0,0,551,2,11
244,Oliver Baumann,de,GK,,Hoffenheim,Bundesliga,32,1990,34.0,1417,1081,332,83,0,6,0,0,0,0,0,0,1068,4,1
245,Timo Baumgartl,de,DF,,Union Berlin,Bundesliga,26,1996,6.2,316,301,15,13,0,3,6,0,0,0,0,0,257,0,2
246,Julian Baumgartlinger,at,MF,,Augsburg,Bundesliga,34,1988,6.2,228,219,9,4,0,2,2,1,0,0,0,0,189,0,2
247,Christoph Baumgartner,at,MF,FW,Hoffenheim,Bundesliga,22,1999,28.5,915,850,56,10,4,9,29,31,1,0,0,0,610,9,42
248,Cyrille Bayala,bf,MF,,Ajaccio,Ligue 1,26,1996,22.3,654,615,35,1,5,0,44,34,0,0,0,0,399,4,32
249,Brian Bayeye,cd,DF,,Torino,Serie A,22,2000,0.7,50,38,12,0,0,0,2,12,0,0,0,0,30,0,6
250,Noah Joel Sarenren Bazee,ng,MF,FW,Augsburg,Bundesliga,25,1996,0.2,2,2,0,0,0,0,0,0,0,0,0,0,1,0,1
251,Gavin Bazunu,ie,GK,,Southampton,Premier League,20,2002,32.0,1178,847,325,88,0,1,0,0,0,0,0,0,718,6,0
252,Bebé,cv,FW,,Rayo Vallecano,La Liga,32,1990,0.7,38,26,11,6,0,2,16,2,3,2,0,0,21,1,2
253,Ihlas Bebou,tg,FW,DF,Hoffenheim,Bundesliga,28,1994,15.7,369,336,30,0,0,2,11,21,0,0,0,0,246,3,12
254,Rodrigo Becão,br,DF,,Udinese,Serie A,26,1996,27.6,1400,1181,216,68,1,10,19,148,0,0,0,0,1089,3,31
255,Mads Bech Sørensen,dk,DF,MF,Brentford,Premier League,23,1999,0.2,11,7,4,0,0,0,0,4,0,0,0,0,7,0,0
256,Julius Beck,dk,MF,,Spezia,Serie A,17,2005,0.1,5,5,0,0,0,0,0,0,0,0,0,0,5,0,0
257,Sheraldo Becker,sr,FW,,Union Berlin,Bundesliga,27,1995,28.4,652,631,17,3,1,1,139,10,2,0,0,0,387,4,44
258,Jan Bednarek,pl,DF,,Southampton,Premier League,26,1996,18.6,902,849,52,35,0,3,1,12,0,0,0,0,753,1,8
259,Jan Bednarek,pl,DF,,Aston Villa,Premier League,26,1996,1.1,66,64,2,2,0,0,0,0,0,0,0,0,60,0,1
260,Donny van de Beek,nl,MF,,Manchester Utd,Premier League,25,1997,1.9,61,56,3,0,0,0,0,0,1,0,0,0,46,2,4
261,Asmir Begović,ba,GK,,Everton,Premier League,35,1987,1.0,30,21,9,1,0,0,0,0,0,0,0,0,21,0,0
262,Yanis Begraoui,ma,FW,MF,Toulouse,Ligue 1,21,2001,0.7,19,17,2,0,0,0,0,0,0,0,0,0,14,0,0
263,Kevin Behrens,de,FW,,Union Berlin,Bundesliga,31,1991,17.1,483,471,8,0,2,0,8,3,0,0,0,0,283,4,11
264,Alexis Beka Beka,fr,MF,DF,Nice,Ligue 1,21,2001,6.1,303,288,15,2,0,2,17,9,4,2,0,0,236,0,5
265,Jérémie Bela,ao,DF,MF,Clermont Foot,Ligue 1,29,1993,8.3,260,221,39,1,0,1,34,32,5,1,4,0,174,0,18
266,Reda Belahyane,ma,MF,,Nice,Ligue 1,18,2004,2.0,114,113,1,0,0,1,0,1,0,0,0,0,103,0,2
267,Youcef Belaïli,dz,MF,FW,Ajaccio,Ligue 1,30,1992,12.8,458,397,56,22,5,2,42,12,15,4,6,0,328,5,13
268,Youcef Belaïli,dz,FW,MF,Brest,Ligue 1,30,1992,4.0,158,136,22,7,1,7,21,1,14,10,4,0,114,0,7
269,Haris Belkebla,dz,MF,,Brest,Ligue 1,28,1994,29.5,1222,1188,30,20,1,11,11,3,0,0,0,0,1033,4,28
270,Stefan Bell,de,DF,,Mainz 05,Bundesliga,30,1991,26.6,1248,1207,34,32,1,5,15,2,0,0,0,0,945,7,13
271,Armel Bella Kotchap,de,DF,,Southampton,Premier League,20,2001,20.9,937,908,28,21,1,9,4,5,0,0,0,0,749,1,12
272,Raoul Bellanova,it,DF,,Inter,Serie A,22,2000,5.5,306,274,32,0,0,4,32,32,0,0,0,0,238,0,8
